ORIGIN,DEST
ORD	DAY
COS	DFW
ORD	MQT
CRP	DFW
DFW	CRP
DFW	ILM
DSM	ORD
ORD	DSM
DTW	ORD
ORD	DTW
CVG	DFW
DBQ	ORD
ORD	DBQ
EWR	ORD
ORD	EWR
MDT	ORD
ORD	MDT
ORD	ROC
BUF	ORD
FAR	ORD
ORD	FAR
ORD	FNT
TYR	DFW
ORD	XNA
XNA	ORD
DFW	FSM
PIA	ORD
FWA	ORD
ORD	FWA
ORD	SDF
ORD	CVG
ORD	SDF
CID	ORD
ORD	XNA
DFW	GRI
ORD	MLI
DFW	HOU
HOU	DFW
ORD	FAR
SGF	ORD
LSE	ORD
HSV	ORD
ORD	HSV
ORD	DLH
ORD	IAH
ICT	DFW
MLI	ORD
IND	ORD
ORD	IND
DFW	LFT
LFT	DFW
CLT	LYH
LYH	CLT
MCI	ORD
ORD	MCI
DFW	MFE
MFE	DFW
MSP	ORD
ORD	MSP
MSP	ORD
SHV	DFW
ORD	PIA
PIA	ORD
ORD	PIT
PIT	ORD
ORD	SUX
SUX	ORD
SDF	ORD
MDT	ORD
GRR	DFW
CID	ORD
BZN	ORD
ORD	CMH
BTR	DFW
DSM	IAH
DFW	IAH
MAF	IAH
DFW	IAH
OMA	IAH
MCI	IAH
CLT	IAH
ATL	IAH
IAH	OKC
IAH	CMH
ATL	IAH
IAD	BNA
IAD	CLT
LGA	IAD
OKC	IAH
IAH	ATL
HNL	OAK
JFK	HNL
OGG	SMF
KOA	LIH
HNL	OGG
ITO	HNL
HNL	ITO
LIH	HNL
KOA	HNL
OGG	HNL
HNL	LIH
HNL	OGG
OGG	HNL
HNL	OGG
KOA	HNL
LIH	OGG
HNL	ITO
OGG	HNL
HNL	OGG
HNL	LIH
ITO	HNL
HNL	KOA
CLT	SAV
CLT	SDF
CLT	BHM
CLT	CRW
DCA	JAN
CLT	FWA
DCA	DAY
CLT	CMH
CLT	ATL
DCA	TYS
CHS	DCA
CID	CLT
CLT	SRQ
DCA	RDU
CLT	PNS
AVP	CLT
CLT	AVP
CLT	GSP
CLT	DSM
CLT	GPT
PHL	GRR
PHL	CAK
CLT	ILM
ILM	CLT
AVP	CLT
CLT	AVP
BGR	DCA
DCA	BGR
STL	DCA
BHM	CLT
CLT	BHM
CLT	LYH
SBN	CLT
CLT	HPN
BNA	CLT
CLT	CHA
CLT	AGS
CLT	CAE
CLT	PHF
PHF	CLT
LAX	JFK
LAX	JFK
DFW	MAF
CLT	DFW
DFW	LAX
CLT	MIA
DFW	SAN
ATL	ORD
MCO	PHL
OGG	DFW
ORD	LGA
DEN	DFW
CLT	BDL
MCI	DFW
DFW	MSY
DFW	SFO
DFW	LAS
CLT	DCA
SFO	JFK
LAS	ORD
STL	CLT
AUS	DFW
SEA	PHX
ICT	DFW
ORD	TUS
MCI	MIA
ORD	PBI
DFW	LAS
DFW	GSO
CLT	SYR
SYR	CLT
CLT	SAN
PHL	PHX
CLT	MSY
MSY	CLT
ROC	CLT
PHX	IAH
LAX	STL
DFW	LAS
MCO	CLT
PHX	LIH
CLT	CLE
LAX	SEA
CLT	MIA
CLT	SAT
PHL	PHX
DFW	CLT
CLT	SJU
DFW	EGE
LAX	STL
DFW	ONT
DFW	ORD
EGE	DFW
ORD	PHL
LAX	CLT
PHL	BOS
PHX	PHL
STL	CLT
PHX	RNO
DFW	CLT
SFO	LAX
MKE	DFW
DFW	FLL
STL	MIA
LGA	MIA
DFW	SLC
SLC	DFW
DFW	LGA
DFW	IND
DTW	MIA
SNA	DFW
DFW	MIA
PHL	FLL
BOI	PHX
CLT	RSW
DFW	PHX
PHX	RNO
CLT	EWR
EWR	CLT
FLL	PHL
PHL	FLL
CLT	MCI
RIC	CLT
CLT	BOS
CLT	FLL
PIT	CLT
CLT	BOS
CLT	ORF
MCO	CLT
FLL	ORD
ORD	FLL
ATL	TPA
RSW	EWR
EWR	RSW
DTW	LAS
LAS	SAN
DTW	MCO
RSW	ORD
LAS	IAH
MSP	PHX
LGA	MYR
MCO	PIT
MCO	ACY
BQN	MCO
RSW	PHL
FLL	SJU
BOS	ATL
LAS	DTW
ACY	PBI
PBI	ACY
BWI	JAX
BWI	MCO
ATL	BOS
DFW	ATL
RSW	IND
LAS	SMF
SMF	LAS
IND	TPA
LAS	SEA
DFW	FLL
FLL	DFW
MCI	MCO
MCO	FLL
FLL	SJU
DFW	FLL
IAH	LAS
IAH	SDF
ORD	SAT
DEN	MAF
DCA	SDF
CLT	EYW
EYW	CLT
IND	CLT
LGA	STL
STL	LGA
DCA	MCI
MCI	DCA
OKC	PHL
EYW	CLT
XNA	CLT
BTV	DCA
GSP	LGA
LGA	GRR
CLE	LGA
LGA	PIT
LGA	DCA
BOS	EWR
DTW	CMH
ORD	BOS
ATL	LEX
BOS	DCA
DCA	LGA
DTW	GRR
GRR	DTW
MCI	LGA
LEX	DTW
LGA	CMH
ROC	LGA
HHH	ATL
ATL	HHH
CMH	LGA
LGA	CMH
ORD	BOS
DTW	DSM
CLE	JFK
JFK	CLE
EVV	ATL
ATL	AEX
MSP	DAY
ORD	CVG
BNA	LGA
LGA	BNA
DAY	DTW
ATL	LNK
DSM	MSP
JFK	PWM
PWM	JFK
DTW	EVV
ATL	CHO
CHO	ATL
CWA	MSP
LGA	STL
BUF	DTW
DTW	BUF
ORD	CVG
CHA	ATL
ATL	CHA
LGA	PIT
LGA	BGR
DTW	CWA
IND	DTW
BUF	LGA
CID	DTW
PIT	LGA
ATL	BTR
MSP	DSM
LGA	ORF
JFK	DCA
JFK	BWI
STL	MSP
BUF	JFK
LGA	ORF
ORF	LGA
ORD	RDU
EWR	GSO
DCA	ORD
EWR	STL
TUL	IAH
SAV	EWR
ORD	DCA
ORD	DCA
CLE	IAH
IAH	DCA
IAH	AEX
MKE	EWR
EWR	MEM
ORD	ROC
EWR	BNA
ORD	PWM
MEM	EWR
SAV	EWR
EWR	BNA
IAH	PIT
EWR	PVD
EYW	ORD
PIT	ORD
ORD	PIT
MEM	EWR
ALB	EWR
EWR	ALB
IAH	MEM
GSO	EWR
MFE	IAH
IAH	STL
ORD	SAV
HDN	ORD
STL	IAH
ROC	EWR
CAK	EWR
EWR	RIC
ORD	GSP
EWR	SAV
GRR	IAH
ORD	ATL
SHV	IAH
ORD	DCA
ORD	JAX
IAH	ELP
GSP	EWR
ORD	MEM
ORD	LEX
CLT	IAH
DCA	EWR
ORD	ROA
MEM	EWR
PWM	ORD
IAH	BTR
BTV	ORD
PIT	ORD
EWR	STL
PWM	EWR
EWR	STL
EWR	CLE
STL	IAH
CMH	EWR
ORF	IAH
STL	IAH
CMH	EWR
ATL	ORD
ORD	GRR
BUF	EWR
IAH	MEM
BRO	IAH
AZO	ORD
ORD	AZO
ORD	IND
DSM	ORD
ORD	DSM
DFW	CVG
MSY	ORD
DFW	GRK
GRR	ORD
ORD	ABQ
ORD	CMH
ORD	ATW
LGA	PIT
MLI	ORD
ORD	MLI
GCK	DFW
ORD	CVG
DFW	XNA
CAE	DFW
DFW	CAE
ORD	BMI
ORD	MSP
MSN	ORD
ORD	MSN
DFW	JAN
JAN	DFW
SGF	ORD
ORD	CWA
ALO	ORD
ORD	ALO
SGF	DFW
CLT	TRI
TXK	DFW
ORD	LIT
ORD	LEX
SPS	DFW
ORD	XNA
MIA	GNV
ORD	GRR
ORD	CID
CVG	ORD
ORD	CVG
ORD	JAX
CID	ORD
ATW	ORD
BHM	ORD
ORD	BHM
HDN	ORD
ORD	HDN
LGA	CVG
ORD	TUL
CLT	FNT
FAR	DFW
ORD	GSO
IAH	ORD
ORD	IAH
ORD	HSV
ORD	TOL
TOL	ORD
ORD	SGF
ORD	RST
RST	ORD
ORD	TUL
GRR	ORD
SUX	ORD
ORD	CLE
ORD	PVD
PVD	ORD
SGF	ORD
CMH	ORD
CLE	ORD
ORD	CLE
TUL	ORD
ORD	LAN
CLE	DFW
DFW	CLE
ORD	BUF
ORD	CMI
ORD	CMI
SWO	DFW
CVG	ORD
BMI	ORD
TOL	ORD
ORD	AZO
ORD	BMI
JLN	ORD
ORD	JLN
DFW	CVG
DFW	PIT
XNA	ORD
ORD	XNA
XNA	ORD
ORD	BNA
ORD	ICT
ICT	ORD
ORD	ICT
LEX	DFW
ORD	ORF
ORD	CMH
ORD	LIT
DFW	TLH
ORD	ELP
CMH	ORD
ORD	CMH
ORD	TOL
ORD	TOL
CVG	MIA
ORD	TUL
TUL	ORD
ORD	FAR
GNV	MIA
DFW	SJT
ROC	ORD
ORD	CMH
ORD	CID
SUX	DFW
CMI	ORD
ORD	CMI
ORD	JLN
CLT	SGF
DFW	SPI
ORD	MLI
ABI	DFW
MSN	ORD
ORD	DBQ
ORD	RST
GRB	ORD
ORD	ABQ
BUF	DFW
DFW	GGG
GGG	DFW
ORD	GSO
SPI	DFW
ORD	ROC
ROC	ORD
BDL	ORD
ORD	BDL
DFW	GNV
GNV	DFW
BMI	ORD
ORD	BMI
SJU	FLL
PHL	FLL
FLL	DCA
JFK	SAV
PBI	EWR
BOS	ATL
JFK	ORD
ORD	JFK
FLL	RDU
SJU	MCO
BOS	DCA
PBI	HPN
BOS	EWR
EWR	BOS
BUF	JFK
EWR	BOS
EWR	FLL
BOS	ORD
SJU	TPA
BOS	RSW
BOS	EWR
JFK	BUF
BOS	EWR
EWR	BOS
BOS	RDU
JFK	MCO
BOS	JFK
CLT	BOS
DCA	FLL
PVD	PBI
BOS	LGA
MCO	BOS
CHS	JFK
DCA	FLL
FLL	DCA
BOS	TPA
JFK	SFO
JFK	BOS
FLL	SJU
EWR	FLL
EWR	RSW
RSW	EWR
SFO	JFK
JFK	BOS
TPA	BDL
FLL	DCA
SLC	LGB
JFK	BTV
SFO	LGB
BOS	CLT
SJU	BOS
PBI	DCA
SYR	JFK
BOS	SFO
ORH	MCO
BUF	JFK
BNA	BOS
BOS	BNA
PBI	EWR
SJU	FLL
HPN	PBI
PBI	HPN
BUF	JFK
JFK	BUF
BUF	BOS
ORH	FLL
FLL	ORH
DTW	BOS
HPN	PBI
TPA	EWR
FLL	DCA
TPA	BOS
BUF	JFK
ORD	BOS
LGB	SFO
PBI	HPN
DCA	BOS
BOS	BUF
BUF	BOS
EWR	MCO
BDL	SJU
SJU	BDL
DCA	MCO
BOS	EWR
JFK	BUF
BUF	FLL
FLL	BUF
LAX	HNL
LAS	HNL
HNL	SAN
SMF	HNL
HNL	SMF
HNL	PDX
SEA	HNL
SEA	MSY
SJC	EWR
SEA	MSY
EWR	SEA
DTW	SEA
SEA	DTW
OGG	SMF
SEA	KOA
LIH	PDX
PDX	LIH
SEA	PSP
SEA	HNL
KOA	SJC
HNL	ANC
OGG	LAX
SEA	SLC
SLC	SEA
HNL	SAN
BOI	SEA
HNL	SEA
SEA	BOI
SEA	BUR
BOI	SEA
PDX	ONT
LAS	SEA
JFK	LAX
SEA	MSP
BUR	SEA
IAD	SFO
SEA	IAD
IAD	SEA
SEA	SFO
SEA	AUS
DEN	SEA
ORD	SFO
SFO	ORD
ORD	LAX
PDX	SFO
MCO	SFO
SFO	PDX
SEA	SFO
SFO	BOS
BOS	SFO
BOS	LAX
SFO	MSY
MSY	SFO
SEA	PDX
SEA	OKC
OKC	SEA
SEA	BNA
SEA	JFK
LAX	LAS
SJC	SEA
LAS	PDX
SEA	DEN
SEA	DEN
SEA	SFO
SFO	SEA
SEA	SFO
SFO	SEA
SFO	SEA
LAS	SEA
LAX	PDX
LAX	SEA
LAX	PDX
SLC	SEA
SEA	MSP
MSP	SEA
SFO	LAS
LAS	SFO
LAS	SFO
SFO	LAX
LAX	SFO
SFO	LAX
LAX	SFO
SFO	LAX
SFO	SEA
SFO	LAX
LAX	SFO
LAX	SFO
SAN	SFO
SFO	SAN
SAN	SFO
SAN	SFO
SFO	LAX
PDX	SEA
SEA	GEG
TUS	SEA
STL	PHX
CLT	SMF
IND	PHX
OMA	PHX
MSP	CLT
CLT	LAS
LGA	CLT
PHX	PHL
OGG	PHX
DTW	CLT
PHX	SMF
SMF	PHX
DFW	PHX
CLT	PBI
PBI	CLT
DTW	CLT
CLT	IAH
IAH	CLT
ORD	CLT
PHL	RSW
RSW	PHL
SFO	DFW
ORD	DCA
DCA	TPA
CLT	MDT
IND	MIA
MIA	IND
CLT	MEM
MEM	CLT
LGA	CLT
CLT	DTW
PHL	SFO
CLT	TPA
TPA	CLT
ORD	MCO
LAX	EGE
DFW	MEM
MEM	DFW
CLT	MSP
MSP	CLT
DFW	CLT
STL	LAX
OAK	PHX
PHX	OAK
LAS	MIA
PHL	DFW
CLT	DFW
DCA	PBI
PBI	DCA
PHX	PSP
CLT	MCO
CLT	BOS
PHL	BOS
CLT	ALB
DFW	MIA
PHX	SJC
SJC	PHX
FLL	CLT
DFW	SJC
DFW	EWR
ATL	LAX
DFW	SEA
SEA	DFW
DFW	SAN
MEM	DCA
DFW	STL
DEN	ORD
DFW	SNA
ORD	DFW
BNA	DFW
SAT	DFW
ORD	SFO
TUS	DFW
DFW	TUS
ORD	PHL
AUS	LAS
EWR	PBI
PBI	EWR
EWR	PHX
MCO	PHL
PHL	MCO
PHL	TPA
TPA	SYR
SYR	TPA
TPA	MKE
ORD	PHX
PHX	CLE
CLE	DEN
MCO	LGA
CVG	RSW
MKE	TPA
TPA	ATL
ATL	ISP
SAT	MCO
MCO	IND
IND	LAS
DEN	MEM
DEN	SMF
SMF	DEN
DEN	ONT
ONT	DEN
DSM	PHX
LAS	DTW
DEN	XNA
XNA	DEN
DEN	MSP
MCI	DEN
DEN	RSW
MCO	ISP
DEN	BZN
MCI	MCO
MCO	RDU
ISP	RSW
DFW	DEN
SLC	DEN
COS	LAS
CLE	FLL
FLL	ISP
MKE	RSW
RSW	MSP
MSP	RSW
AUS	MSY
MCO	DEN
TTN	MCO
MCO	TTN
TTN	MCO
CLE	LAS
DTW	RSW
PHL	RSW
RSW	CVG
CVG	PHX
DSM	DEN
CLE	LAS
AUS	ONT
DEN	CLE
OMA	RSW
SLC	ATL
LAS	SMF
SMF	LAS
LAX	LAS
LAS	SJC
CMH	MCO
ISP	PBI
PBI	ISP
ISP	MCO
PHL	RSW
RSW	CLE
CLE	TPA
DEN	MCO
MCO	DTW
DTW	MCO
PIT	MCO
MCO	STL
STL	MCO
MCO	PHL
PHL	BNA
BNA	PHL
LAS	STL
ORD	LAS
DEN	MCO
MCO	BOS
BOS	MCO
MCO	BUF
LAS	SEA
LAS	CVG
LAS	SFO
STL	LAS
LAS	DEN
DEN	PHL
PHL	MCO
LAS	ORD
ORD	MCO
MCO	MKE
MKE	MCO
MCO	CVG
CLT	MCO
MCO	SJU
SJU	MCO
FSD	DEN
DEN	LAX
RSW	EWR
FLL	EWR
MIA	SFO
SFO	SAN
PSP	SFO
SMF	DEN
SFO	PHX
SFO	PHX
LAS	EWR
EWR	RDU
EWR	BOS
FLL	ORD
IAD	DEN
SEA	SFO
PSP	SFO
IAH	SFO
EWR	MCO
IAH	MSY
MSP	ORD
SLC	SFO
PIT	SFO
MCO	EWR
JAC	EWR
ORD	MSY
ORD	CLE
IAH	ORD
ORD	SAN
ORD	BZN
SFO	PDX
SFO	SEA
DFW	IAH
DEN	RNO
PHL	SFO
PBI	EWR
PHX	SFO
SFO	MIA
EWR	CLE
SAT	IAH
IAH	FLL
ORD	OMA
MIA	IAH
BOS	EWR
SFO	LAS
SFO	BNA
LAS	SFO
ORD	IAH
DEN	PHL
SJU	IAD
MIA	EWR
GRR	DEN
EWR	SFO
IAD	TPA
ORD	IAD
PHX	ORD
SFO	SAN
IAH	DEN
EWR	SAN
DEN	SMF
IAD	ORD
BNA	SFO
MSY	IAH
SLC	SFO
IAH	BWI
IAH	SFO
BNA	EWR
ORD	DFW
MCI	DEN
DEN	MIA
DFW	DEN
IAH	SFO
SFO	PDX
BOI	DEN
RDU	SFO
LAS	SFO
IAH	MSY
MSY	EWR
SFO	OGG
ORD	MIA
ORD	DCA
DFW	EWR
LAX	DEN
IAH	MCO
EWR	PBI
IAH	SFO
FLL	EWR
IAH	MCO
ORD	SYR
EWR	MIA
RDU	EWR
MCO	EWR
IAH	BOS
OGG	SFO
DCA	SFO
EWR	IAH
EWR	SJU
IAH	SAT
TPA	SFO
SFO	IAH
MEM	IAH
SEA	EWR
ORD	SNA
KOA	LAX
EWR	LAS
MCO	EWR
EWR	ORD
MIA	EWR
SJU	EWR
IAH	LAX
IAD	TPA
EWR	MIA
MIA	EWR
EWR	BQN
ORD	AUS
ORD	ATL
MSY	IAH
ORD	CLE
MSY	IAH
ATL	SFO
EWR	PHX
SJU	ORD
SEA	SFO
DEN	LAS
ORD	MSN
ATL	EWR
CLE	ORD
ORD	DFW
SNA	EWR
IAD	IAH
TPA	EWR
DEN	MSY
MSY	IAH
SEA	DEN
DEN	SFO
SAN	SFO
DEN	SFO
SFO	SEA
MCO	IAH
DFW	ORD
SAN	SFO
IAD	LAX
EWR	FLL
IAH	EWR
BOS	EWR
LGA	ORD
IAH	RDU
SFO	EWR
SJU	ORD
ORD	PHX
ORD	SAN
TPA	ORD
ORD	DSM
LAS	ORD
AUS	IAH
PBI	EWR
DCA	ORD
ORD	EWR
EWR	RDU
TPA	EWR
DFW	IAD
ORD	LAS
SAN	SFO
DTW	SFO
IAD	SFO
OMA	IAH
PHL	ORD
IAD	SFO
DTW	ORD
SAN	ORD
EWR	FLL
IAH	MSY
MSY	IAH
DEN	EWR
MSY	IAH
ORD	DEN
FLL	EWR
ORD	PHX
SFO	PDX
IAH	FLL
BOS	SFO
BWI	ORD
DFW	DEN
DEN	IAD
AUS	SFO
LAS	SFO
DEN	OMA
EWR	MCO
EWR	ORD
EWR	BOS
IAH	MCO
ORD	LAX
SFO	LAS
EWR	MCO
SFO	SEA
ORD	BOS
IAD	SFO
DEN	SEA
DEN	COS
MCO	EWR
IAH	DCA
LAX	ORD
ORD	DEN
DEN	SFO
GEG	DEN
DEN	ORD
ORD	SFO
PHX	IAH
BUR	SFO
EWR	PHX
ORD	EWR
EWR	IAH
SFO	DEN
AUS	IAH
ORD	AUS
EYW	DCA
OKC	DCA
DSM	DCA
DTW	DCA
BTV	PHL
DCA	SDF
PHL	XNA
MSY	CLT
CMH	PHL
MCI	DCA
DTW	LGA
CLT	CMH
DCA	BNA
MIA	PIT
CHS	EWR
EWR	DTW
AUS	IAH
EWR	RDU
EWR	RDU
DEN	CVG
ORD	CMH
SAT	ORD
DEN	MSY
ORD	IND
PIT	ORD
BHM	DEN
DTW	IAD
EWR	EYW
DEN	GSP
EWR	OMA
DTW	EWR
DCA	EWR
ORD	PIT
PWM	EWR
ORD	BNA
EWR	MCI
EWR	MCI
EYW	EWR
EWR	MSY
ORF	EWR
MCI	IAH
RIC	EWR
ORD	MSP
SYR	EWR
EYW	EWR
OMA	EWR
ORD	CMH
IAD	JAX
STL	EWR
EWR	CMH
ORD	OMA
EWR	OMA
XNA	EWR
CLE	DCA
RDU	ORD
EWR	STL
SRQ	EWR
MSP	EWR
ORD	PIT
ORD	MCI
DEN	IND
MAF	DEN
EWR	MCI
EYW	EWR
PIT	EWR
LGA	JAX
MSP	PIT
MSP	CWA
BTV	ATL
DTW	DAY
CHA	DTW
ATL	AGS
CVG	DFW
DFW	CVG
AGS	ATL
BGR	LGA
LGA	BGR
AGS	ATL
JFK	SYR
SYR	JFK
JFK	ORF
ORF	JFK
SGF	ATL
CVG	RDU
ROC	JFK
LGA	PWM
PWM	LGA
CVG	EWR
EWR	CVG
MSP	ROC
MSP	TYS
CVG	ORD
ATL	MGM
MGM	ATL
IAD	JFK
DTW	BTV
MSP	OMA
OMA	MSP
ATL	CID
OMA	MSP
BGR	LGA
BUF	JFK
JFK	BUF
DTW	TYS
TYS	DTW
LEX	ATL
MCI	MSP
MSP	MCI
LGA	CLE
DTW	CMH
OMA	MSP
MKE	BOS
TYS	LGA
ORD	CVG
ATL	LFT
LFT	ATL
LGA	RIC
CVG	DCA
DCA	CVG
DCA	CVG
ORD	JFK
ATL	SGF
EWR	GSO
LFT	IAH
EWR	STL
IAH	CRP
IAH	XNA
IAH	RIC
TYS	EWR
ORD	DTW
ORD	DCA
ORD	DCA
CLE	IAH
ATL	IAH
GRK	IAH
EWR	MEM
EWR	BNA
JAN	IAH
ELP	IAH
EWR	BNA
EWR	MEM
IAH	PIT
EWR	PVD
EYW	ORD
IAH	CRP
GRK	IAH
IAH	ELP
MEM	EWR
IAH	LEX
IAH	MEM
MFE	IAH
MEM	IAH
EWR	CMH
CLE	LGA
EWR	IND
BHM	IAH
ATL	IAH
TYS	IAH
IAH	GRK
MEM	IAH
LIT	IAH
IAH	CRP
ORD	EYW
CMH	EWR
ORD	MEM
ORD	ORF
SHV	IAH
PWM	ORD
PIT	ORD
PWM	EWR
ROA	ORD
ROC	ORD
IAH	LFT
LFT	IAH
CRP	IAH
STL	IAH
CMH	EWR
TVC	ORD
IAH	HRL
BTR	IAH
BTR	IAH
ABI	DFW
DFW	ABI
GRR	ORD
ABQ	ORD
ORD	ABQ
LGA	MEM
ORD	CMI
ATW	ORD
MLI	ORD
CLT	SGF
BPT	DFW
CMH	LGA
GCK	DFW
CLT	ROA
ROA	CLT
ORD	CVG
LGA	GSO
MSN	ORD
ORD	MSN
JLN	DFW
CVG	ORD
JAX	ORD
DFW	TXK
TXK	DFW
GSO	MIA
LIT	DFW
BTR	DFW
DFW	BTR
LSE	ORD
ORD	CID
DFW	GRK
ATW	ORD
CAE	DFW
CLT	TRI
TRI	CLT
LGA	CVG
DFW	SPS
SPS	DFW
FAR	DFW
ORD	GSO
IAH	ORD
ORD	IAH
ORD	CLE
DCA	LIT
LCH	DFW
GSO	CLT
ABI	DFW
ORD	CMH
LGA	CLE
FNT	CLT
ORD	RIC
RIC	ORD
ORD	GRR
XNA	DFW
MIA	RIC
RIC	MIA
DFW	TYR
TYR	DFW
TRI	CLT
CAE	DFW
ORD	CMI
LAN	ORD
TOL	ORD
GRR	DFW
BOI	DFW
DFW	BOI
DFW	LAW
LAW	DFW
CLT	TRI
LGA	DAY
MIA	GSO
ICT	ORD
ORD	ICT
ORD	XNA
XNA	ORD
ORD	ICT
ICT	ORD
ORD	ICT
ORD	LIT
ORD	BWI
LEX	DFW
DFW	SGF
DFW	SGF
SGF	DFW
MIA	CMH
GSO	CLT
ACT	DFW
DFW	ACT
ORD	TOL
RIC	LGA
CVG	MIA
DFW	TXK
XNA	DCA
DFW	SJT
SJT	DFW
BHM	MIA
MIA	BHM
MIA	TLH
TLH	MIA
DFW	GGG
GGG	DFW
DFW	MEM
SUX	DFW
MIA	TLH
TLH	MIA
DFW	SHV
SHV	DFW
CLT	CHO
ABI	DFW
GRK	DFW
MEM	LGA
ORD	RST
GRI	DFW
GRB	ORD
ORD	GRB
AVL	CLT
DFW	ABI
DFW	GRK
GSP	ORD
ORD	GSP
BNA	DCA
DCA	BNA
BOS	ORD
SJU	MCO
JFK	SAV
SAV	JFK
JFK	MCO
JFK	ORD
FLL	RDU
SJU	MCO
STT	SJU
BOS	PHL
BOS	RSW
LAS	LGB
FLL	JFK
JFK	PBI
PBI	JFK
LAS	BOS
EWR	FLL
BOS	ORD
RDU	BOS
BOS	RDU
JFK	AUS
SJU	JFK
JFK	BOS
BOS	LGA
SJU	MCO
DTW	BOS
SJU	DCA
BOS	LAX
MSY	FLL
FLL	MSY
MCO	SJU
SJU	MCO
LAS	JFK
FLL	LGA
MCO	JFK
MCO	HPN
EWR	RSW
FLL	SJU
PIT	BOS
MCO	HPN
JFK	SFO
JFK	LAX
HPN	PBI
SJU	BDL
JFK	BUR
SAN	HNL
HNL	SAN
HNL	PDX
SEA	OGG
OGG	LAX
DCA	SEA
SEA	DCA
SEA	MCO
EWR	SEA
BOS	SEA
PHL	SEA
MCO	SEA
ORD	SEA
SEA	ORD
SEA	ORD
FLL	SEA
SEA	FLL
ADQ	ANC
ANC	BET
BET	ANC
ANC	ADQ
FAI	ANC
BRW	FAI
PSG	WRG
KTN	SEA
JNU	PSG
KTN	SIT
SEA	KTN
JNU	SIT
ANC	JNU
SEA	JNU
JNU	SEA
SEA	JNU
ANC	SEA
SEA	ANC
SEA	ANC
SEA	ANC
SEA	ANC
SEA	ANC
ANC	SEA
SEA	ANC
SEA	FAI
FAI	SEA
PDX	ANC
SEA	FAI
ANC	PDX
LAS	SEA
LAS	SEA
SEA	HNL
ANC	OTZ
OTZ	OME
OTZ	ANC
ANC	OTZ
SEA	ANC
SEA	AUS
ANC	FAI
SEA	MKE
OAK	SEA
EWR	LAX
SFO	PDX
SAN	SEA
JFK	LAX
GEG	SEA
SJC	SEA
SEA	SJC
EWR	LAX
OAK	SEA
LAX	SEA
SEA	IAH
SMF	SEA
OAK	SEA
SFO	PDX
SEA	SFO
PDX	SAN
EWR	SFO
PDX	SFO
SEA	LAX
SEA	LAX
JFK	LAX
SEA	PIT
PIT	SEA
SEA	LAX
JFK	LAX
PDX	SFO
SJC	SEA
SBA	SEA
SEA	LAX
SEA	LAX
LAX	SEA
LAX	SEA
LAX	SEA
SEA	LAX
SEA	SLC
LAX	JFK
LAX	SEA
SMF	SEA
SMF	SEA
ONT	SEA
LAX	LAS
LAX	PDX
SEA	SAT
SEA	IND
IND	SEA
SEA	SNA
SEA	SNA
SNA	SEA
SEA	SJC
PSP	SEA
SEA	BUR
SNA	SEA
TPA	SEA
BUR	SEA
SEA	ONT
LAX	SEA
SEA	OAK
PDX	LAX
SEA	SMF
SEA	SMF
SNA	SEA
SNA	SEA
LAX	EWR
LAX	PDX
PDX	LAX
PHX	SEA
BUR	SEA
SEA	BOI
PDX	AUS
AUS	PDX
SEA	LAS
LAS	SEA
SEA	SMF
PHX	SEA
PHX	SEA
SEA	ONT
AUS	SEA
SEA	PHX
SEA	LAS
JFK	SFO
SEA	JFK
SEA	SNA
PHX	SEA
TUS	SEA
SEA	DFW
SEA	PHX
SAT	SEA
PHX	SEA
SEA	PHX
SEA	PHX
JFK	SFO
SEA	SJC
DFW	SEA
ORD	PDX
GEG	SEA
SEA	KOA
IAH	SEA
MSY	SEA
SEA	SLC
SEA	ANC
ATL	SEA
SEA	ATL
SEA	STL
SEA	SAN
SEA	GEG
RDU	SEA
PDX	DCA
BWI	SEA
DCA	PDX
SEA	TPA
SEA	IAH
STL	SEA
EWR	SJC
CHS	SEA
SAN	SEA
SEA	KOA
SEA	SNA
SEA	PSP
KOA	SJC
HNL	ANC
SEA	LIH
SEA	SLC
SLC	SEA
BOI	SEA
SEA	BOI
SEA	BUR
BOI	SEA
PHX	SEA
SEA	PHX
LAS	SEA
PSP	SEA
JFK	LAX
DCA	SFO
SEA	ORD
SEA	MSP
SEA	LAX
SEA	LAX
JFK	SEA
SEA	ABQ
IAD	SFO
SEA	IAD
IAD	SEA
SFO	IAD
SAN	SEA
PDX	SNA
SEA	AUS
SEA	BUR
DEN	SEA
ORD	LAX
SEA	SFO
SEA	SJC
BOS	SFO
BOS	SFO
SFO	MSY
MSY	SFO
SFO	SEA
SEA	PDX
SEA	PDX
OKC	SEA
SEA	BNA
BNA	SEA
SEA	JFK
LAX	LAS
PDX	SEA
PSP	PDX
PDX	PSP
PSP	PDX
PDX	LAX
SEA	LAS
LAS	SEA
SEA	LAS
LAS	SEA
LAX	SEA
SEA	DEN
SEA	DEN
SEA	SFO
SFO	SEA
LAS	SEA
LAS	SEA
SEA	LAX
SEA	PSP
LAX	SEA
SLC	SEA
MSP	SEA
LAS	SFO
SFO	LAS
LAS	SFO
LAS	SFO
LAX	SFO
LAX	SFO
LAX	SFO
SFO	SEA
LAX	SFO
SFO	SAN
SEA	LAS
PDX	SEA
SEA	PDX
SEA	GEG
PDX	SEA
SEA	PDX
SEA	SLC
TUS	SEA
SJC	SEA
PHL	LAS
PHX	TPA
CLT	SMF
CLT	SEA
ILM	CLT
