ORIGIN,DEST
SLC,LAX
PSP,SFO
SNA,SJC
SAN,SFO
SFO,SAN
SFO,SLC
SNA,SFO
SFO,SNA
BOI,LAX
RNO,SLC
SLC,RNO
GNV,ATL
SAT,MSP
ASE,SLC
DTW,ELM
GTF,MSP
SUN,SLC
DTW,ELM
ELM,DTW
SLC,OKC
RAP,MSP
MSP,DLH
ATL,LEX
JAC,LAX
JAC,SEA
DTW,IAH
MSP,SAT
MSP,ATW
SLC,BZN
SUN,LAX
ATL,GNV
SUN,SLC
ORF,DTW
DTW,MEM
MSP,DLH
LAS,SNA
DTW,AVP
ASE,LAX
AVP,DTW
DTW,IAD
SLC,ASE
SLC,SUN
LAS,SNA
ATL,FWA
ATL,MGM
MGM,ATL
PIA,ATL
CHS,DTW
DTW,CHS
DTW,ERI
DTW,OMA
ASE,LAX
LAX,ASE
ATL,ASE
DTW,MSN
LAX,ASE
MSP,ASE
ASE,MSP
AZO,DTW
ATL,GTR
ASE,ATL
RAP,MSP
ATL,CHA
AZO,DTW
DTW,AZO
DTW,ORF
LAX,SUN
SFO,SLC
SLC,SFO
ATL,CRW
CRW,ATL
MSP,IAH
ORD,SLC
MSP,MDW
DTW,AVP
DLH,MSP
MSP,DLH
ATL,ILM
ATW,DTW
OMA,DTW
TRI,ATL
SNA,LAS
ATL,PIA
DTW,AZO
GRR,MSP
SBN,ATL
JAC,SLC
LAX,LAS
RNO,SLC
FAR,MSP
ITH,DTW
DTW,SCE
DTW,ITH
ITH,DTW
BGM,DTW
ABR,MSP
MSP,ABR
BGM,DTW
EWR,DEN
PDX,EWR
SMF,DEN
PHL,ORD
RSW,ORD
EWR,MCO
MCO,IAH
SFO,LAS
IAH,TPA
ORD,SAN
SFO,HNL
DEN,JAC
DEN,JAX
EWR,IAH
PSP,ORD
SFO,AUS
EWR,LAS
RSW,DEN
FLL,EWR
ORD,FLL
EWR,MCO
EWR,RDU
EWR,MSY
ORD,TPA
EWR,BOS
ORD,RSW
EWR,BOS
FSD,DEN
LAX,IAD
EWR,SAN
LAX,EWR
IAD,SAN
ORD,RSW
ORD,PSP
SAN,IAD
RSW,IAD
SAT,IAD
PHL,DEN
IAD,EWR
EWR,MIA
EWR,MCO
ORD,MCO
IAD,FLL
SFO,PIT
PIT,SFO
IAD,MCO
MCO,EWR
EWR,DEN
EWR,FLL
RSW,EWR
EWR,SAN
SLC,EWR
IAH,SAT
RDU,IAH
IAD,RSW
DEN,FSD
ORD,SMF
ORD,PDX
ORD,MCO
ORD,SEA
SFO,PDX
SAN,EWR
SFO,EUG
SFO,SEA
IAH,ORD
MCO,IAH
EWR,SEA
ORD,FLL
EWR,LAS
DEN,IAD
PBI,EWR
MIA,DEN
EWR,FLL
IAH,DFW
DEN,SFO
IAD,MIA
DEN,SAN
MCO,ORD
IAH,LGA
BWI,IAH
ORD,MIA
EWR,SFO
EWR,RSW
MCO,DEN
SFO,PDX
PDX,SFO
LAX,LAS
EWR,JAC
IAH,FLL
EWR,IAH
EWR,RSW
DEN,IAD
IAD,LAS
SJU,IAD
IAD,SJU
DEN,RSW
RSW,ORD
IAD,TPA
MSP,ORD
PHX,ORD
EWR,TPA
RSW,EWR
EWR,SFO
IAH,MIA
DEN,SMF
PDX,DEN
EWR,DEN
EWR,SEA
IAD,ORD
EWR,MIA
FLL,EWR
EWR,FLL
CLE,DEN
TPA,IAH
MSY,IAH
IAD,SFO
MSY,EWR
ORD,SJC
EWR,LAX
IAH,EWR
SEA,IAH
IAD,SJU
EWR,RSW
MCO,EWR
EWR,ATL
RDU,EWR
SFO,CMH
MIA,DEN
ORD,LGA
IAH,DFW
DEN,TPA
ORD,EWR
MSY,EWR
SAN,SFO
DEN,FLL
SFO,ORD
TPA,IAH
IAD,MSY
MCO,IAH
LAX,CLE
IAD,FLL
EWR,TPA
ORD,SRQ
MCO,IAH
IAH,RDU
PHX,ORD
IAH,PDX
ORD,SFO
MCO,CLE
DEN,OGG
FLL,ORD
DEN,MIA
SFO,KOA
OGG,SFO
EWR,EGE
ORD,MSP
LGA,ORD
ORD,MSP
EWR,PBI
IAH,OMA
DEN,SFO
EWR,RSW
EWR,MIA
EWR,TPA
SRQ,EWR
HNL,LAX
IAH,MCI
IAH,ORD
SMF,IAD
FLL,EWR
MCO,EWR
RSW,CLE
IAD,RSW
CMH,SFO
PIT,ORD
OGG,SFO
EWR,PBI
BOS,EWR
EWR,SJU
EWR,PBI
EWR,ORD
ORD,DEN
EWR,IAH
EWR,MCO
EWR,SFO
EWR,TPA
EWR,STT
IAH,LGA
MIA,IAH
STT,EWR
PBI,EWR
ORD,FLL
TPA,SFO
ORD,SLC
EWR,MCO
CLE,RSW
RDU,EWR
PDX,SFO
ORD,MIA
ORD,SRQ
LIH,LAX
DEN,RSW
RSW,ORD
ORD,PIT
TPA,DEN
IAH,CVG
ORD,MSP
FLL,IAD
SFO,DEN
CLE,FLL
EWR,MIA
DEN,BZN
KOA,LAX
EWR,MIA
BOS,EWR
EWR,PBI
IAH,SEA
LAX,HNL
LAX,HNL
LIH,SFO
EWR,MCO
IAH,MSY
PHX,IAH
SFO,LIH
EWR,SJU
TPA,ORD
KOA,LAX
EWR,BQN
IAD,MIA
IAD,FLL
SNA,EWR
ORD,CLE
SMF,ORD
SAN,ORD
PDX,ORD
EWR,PHX
ORD,MCO
EWR,SFO
FLL,IAH
LAX,BOS
IAD,CHS
FLL,DEN
EWR,CLE
AUS,ORD
SFO,DTW
EWR,SRQ
ORD,MCO
DEN,SMF
SMF,EWR
ORD,DEN
DEN,EWR
EWR,SFO
SFO,EWR
MIA,EWR
TPA,EWR
ORD,SFO
EWR,MCO
MIA,SFO
SFO,DEN
DEN,PHX
EWR,FLL
DEN,MSN
PIT,DEN
EWR,LAX
EWR,RDU
SEA,ORD
IAH,SMF
SJU,IAH
RSW,DEN
ORD,PHL
EWR,IAH
PHX,ORD
HDN,EWR
HNL,SFO
EWR,PBI
ORD,SEA
MCO,ORD
PBI,EWR
SFO,ORD
ORD,EWR
TPA,EWR
TPA,ORD
IAH,IAD
LAS,LAX
IAH,EWR
EGE,EWR
TPA,EWR
ORD,PDX
MFR,SFO
SFO,OGG
EWR,MSY
HNL,LAX
DEN,ORD
DCA,ORD
ORD,LAX
IAH,SAT
SEA,SFO
BOS,IAD
ORD,SMF
DEN,EWR
ORD,LGA
EWR,SMF
IAD,MSY
EWR,DEN
OGG,LAX
DEN,BIL
ORD,DCA
LAS,IAD
MCO,EWR
DEN,MCI
EWR,TPA
DEN,RNO
EWR,MCO
EWR,ORD
IAD,SFO
IAD,MCO
EWR,BOS
IAH,MCO
MCO,ORD
ATL,EWR
EWR,PDX
ORD,TPA
SAN,EWR
LGA,DEN
IAD,MCO
FLL,EWR
LAS,SFO
IAD,TPA
TPA,IAD
EWR,PBI
IAD,SFO
MIA,ORD
BZN,EWR
EWR,FLL
LGA,DEN
DEN,ICT
FLL,IAD
EWR,HDN
IAD,SMF
SMF,ORD
PHX,EWR
LAX,ORD
DEN,SFO
RSW,IAH
DEN,ORD
ORD,SEA
CHS,EWR
SFO,LAX
IAD,PDX
EWR,FLL
SFO,BOS
ATL,IAD
MCO,LAX
SNA,SFO
IAH,ORD
MSP,ORD
MIA,ORD
ORD,DCA
MIA,IAD
MCO,DEN
ORD,MCO
EWR,MCI
EWR,MSP
ORD,BDL
ORD,MCI
JAX,MIA
MIA,JAX
JAX,PHL
PHL,JAX
MEM,DCA
PHL,JAX
DCA,JAX
EYW,MIA
MIA,EYW
CMH,PHL
DCA,RDU
CLT,MYR
PHL,IAH
DCA,MSY
CLT,EYW
EYW,CLT
LGA,RDU
RDU,DCA
CMH,DCA
BTV,DCA
PHL,CMH
PHL,DSM
DCA,VPS
VPS,DCA
CLT,EYW
EYW,CLT
PHL,STL
STL,PHL
EYW,PHL
PHL,EYW
OKC,PHL
CLE,MIA
MIA,CLE
SDF,MIA
PIT,PHL
DTW,LGA
LGA,BNA
MIA,PIT
PIT,MIA
LGA,EYW
XNA,CLT
CMH,CLT
HHH,CLT
DCA,CMH
ILM,CLT
DCA,CMH
MYR,PHL
PHL,MYR
ATL,CLT
LGA,RDU
BOS,DCA
JAX,LGA
LGA,JAX
ATL,GSP
GSP,ATL
DTW,MCI
BUF,LGA
RSW,RDU
JFK,CLT
DTW,IND
CLT,JFK
LGA,DCA
DCA,LGA
LGA,DCA
BOS,IND
DCA,LGA
JFK,CLT
CMH,JFK
BOS,JFK
BOS,JAX
BOS,PHL
PHL,BOS
PHL,BOS
ORD,BOS
IND,JFK
ATL,HHH
HHH,ATL
ATL,HHH
HHH,ATL
ATL,HHH
LGA,BHM
PHL,DTW
MCI,LGA
JFK,CHS
ATL,CAK
MSP,ROC
CVG,DTW
BOS,RIC
EWR,BOS
CVG,JFK
DTW,BUF
CVG,BWI
ATL,PHF
AVL,ATL
AEX,ATL
EWR,BOS
IAD,JFK
JFK,IAD
DTW,TYS
EWR,DTW
ATL,FNT
LGA,BTV
CLE,BOS
IAD,JFK
TUS,ORD
EWR,TYS
ORD,ABQ
RIC,EWR
STL,EWR
SAV,EWR
EWR,CAK
IAH,LBB
IAH,DCA
IAH,AEX
CVG,EWR
BNA,EWR
CLT,EWR
CLT,EWR
EYW,ORD
BNA,EWR
CHS,EWR
SDF,EWR
ORD,TVC
EWR,BGR
CLT,EWR
CLT,EWR
GSP,EWR
ORD,EYW
GSO,EWR
ORD,LNK
EWR,BNA
EWR,RIC
DTW,EWR
MSP,ORD
EWR,IND
EWR,CMH
ROC,EWR
EWR,RIC
EWR,RDU
MSP,ORD
GRR,EWR
CMH,EWR
IAH,OMA
BNA,IAH
ORD,IND
IAH,ECP
IND,EWR
ORD,LGA
RIC,ORD
EWR,MKE
IAH,MSP
CLE,ORD
IAH,IND
LGA,ORD
ORF,EWR
LRD,IAH
EWR,SAV
CVG,ORD
ORD,CAK
CLT,EWR
ORD,MTJ
ORD,TUS
DSM,ORD
ORD,DSM
GRK,DFW
LGA,MEM
DFW,LEX
IND,MIA
MIA,IND
LGA,PIT
CHO,LGA
DCA,XNA
TVC,ORD
ORD,MHK
LGA,ROA
IND,ORD
ORD,IND
BHM,ORD
ORD,BHM
CHO,LGA
ORD,HDN
LGA,CVG
ORD,TUL
TOL,ORD
DCA,LIT
CHS,ORD
DBQ,ORD
ORD,DBQ
LGA,CLE
JFK,PIT
RIC,ORD
MIA,RIC
DFW,TYR
CVG,LGA
DFW,SPS
GNV,MIA
MIA,GNV
LGA,CVG
MIA,PNS
PNS,MIA
JFK,ORF
ORD,ICT
BWI,ORD
RIC,LGA
DFW,LEX
JFK,RIC
DFW,LEX
DFW,SGF
JFK,BWI
CLT,CHO
PIT,LGA
IND,ORD
ORD,IND
RIC,LGA
JAX,MIA
MIA,JAX
TUL,ORD
DFW,AEX
GNV,MIA
CMH,MIA
MIA,CMH
BHM,MIA
MIA,BHM
MIA,TLH
TLH,MIA
MEM,DFW
GRR,ORD
MIA,TLH
TLH,MIA
CLT,SGF
TVC,ORD
RIC,JFK
ORD,MQT
LEX,DFW
CLT,CHO
ORD,RST
DFW,TYR
DFW,BUF
BNA,JFK
CLT,FAY
FAY,CLT
PHL,FLL
BOS,DEN
ATL,BOS
BUF,JFK
JFK,LGB
PBI,EWR
PBI,JFK
BOS,LAS
ORD,JFK
BOS,DTW
RIC,FLL
FLL,RIC
PHX,FLL
PBI,HPN
LAS,LGB
FLL,DCA
JFK,FLL
FLL,JFK
BOS,EWR
EWR,BOS
EWR,BOS
EWR,FLL
PBI,BOS
BOS,RSW
RSW,BOS
BOS,EWR
DFW,BOS
MCO,SJU
RSW,HPN
FLL,CLE
PIT,BOS
MCO,BOS
JFK,CHS
CHS,JFK
IAH,JFK
JFK,FLL
MCO,SJU
BDL,FLL
FLL,BDL
SJU,JFK
EWR,RSW
RSW,EWR
SFO,JFK
TPA,BDL
MCO,BOS
JFK,LAX
EWR,MCO
MCO,EWR
RSW,JFK
BTV,JFK
CHS,BOS
JFK,JAX
FLL,JFK
HPN,PBI
PBI,HPN
ORH,MCO
BOS,IAH
MCO,SJU
SJU,MCO
HPN,PBI
PBI,HPN
EWR,TPA
JFK,BOS
LAX,JFK
MCO,EWR
DTW,BOS
HPN,PBI
TPA,EWR
MCO,SJU
JFK,PBI
EWR,MCO
BDL,SJU
SJU,BDL
BOS,PBI
JFK,BTV
LAX,HNL
HNL,LAX
HNL,SAN
HNL,LAS
SMF,HNL
HNL,SMF
HNL,SEA
OGG,OAK
HNL,PDX
OGG,SEA
PHX,BWI
LAX,CLT
PHL,SFO
PHX,CLT
CLT,SMF
BDL,CLT
OGG,PHX
PHX,LAX
CLT,PBI
PBI,CLT
TPA,PHL
ORD,LGA
RDU,PHL
PHL,LGA
CLT,SFO
PHL,TPA
ORD,CLT
PHL,ORD
MCO,CLT
LAX,PHX
LGA,ATL
PHL,RDU
RDU,PHL
RDU,PHL
DFW,PSP
CLT,LAX
RSW,CLT
CLT,PDX
MIA,CLT
DEN,CLT
PHX,DEN
DFW,MEM
BOS,PHL
IAH,CLT
CLT,PVD
SAT,DFW
SEA,DFW
CLT,PWM
CLT,BWI
PHX,SJC
LAX,DFW
DFW,SJC
DFW,EWR
PHX,SLC
DFW,DCA
JFK,PHX
LAX,MCO
MIA,MCO
DFW,ORD
ATL,LAX
DEN,TPA
TPA,LAS
LAS,COS
FLL,DEN
LAX,ATL
CLE,SRQ
SRQ,CVG
CVG,TPA
TPA,CVG
PHL,TPA
TPA,MKE
DEN,LAS
LAS,GEG
GEG,LAS
LAS,PHX
PHX,LAS
DEN,SLC
SLC,DEN
DEN,DCA
DCA,DEN
DEN,SFO
MCO,CMH
CMH,MCO
RSW,PVD
SMF,LAS
LAS,PHX
RSW,OMA
PHL,RSW
RSW,CVG
CVG,PHX
DTW,RSW
RSW,DEN
DEN,CMH
CMH,DEN
BZN,DEN
MCO,PHL
PHX,LAS
OKC,MCO
DEN,CLE
CLE,LAS
LAS,DEN
DEN,SMF
SMF,DEN
MCO,COS
COS,LAS
DEN,RDU
RDU,DEN
PNS,DEN
DEN,PSP
MCO,ONT
LAS,RNO
RNO,LAS
LAS,SAN
SAN,LAS
LAS,LAX
LAX,LAS
LAS,RDU
RSW,MSP
MIA,EWR
MCO,TTN
TTN,PBI
IND,LAS
DEN,LAX
LAX,DEN
AUS,MSY
AUS,MCO
MCO,MCI
MCI,MCO
ATL,SLC
SLC,ATL
ATL,MCO
MCO,EWR
PHL,LAS
LAS,MCO
LAS,PDX
PDX,LAS
MCO,LGA
LAS,PHX
RDU,LAS
TPA,SYR
SYR,TPA
TPA,ISP
SJU,MCO
PHX,FAR
FAR,PHX
DEN,PHX
EWR,PHX
DTW,LAS
LAS,SLC
SLC,LAS
CLE,LAS
RSW,CLE
STL,LAS
LAS,ORD
MCO,SJU
MCO,PVD
PHL,MCO
PHL,SJU
SJU,EWR
EWR,SJU
SJU,MIA
MIA,PHL
PHL,SJU
CLT,LAS
LAS,SFO
MCO,MKE
CVG,LAS
LAS,MSN
BUF,DEN
DEN,SAN
LAS,LAX
LAX,LAS
LAS,SAN
DTW,ATL
HNL,LAX
SEA,JFK
MSY,ATL
RSW,MSP
CLE,SLC
DTW,LAS
DEN,LAX
MSP,PHX
JFK,LAS
MSP,PSP
JFK,LAX
JFK,SJU
JFK,SFO
MSP,DFW
ATL,CMH
DTW,SEA
DTW,LAS
OGG,SLC
ATL,SEA
DTW,SLC
DFW,SLC
MSP,BOS
ATL,MSP
JFK,SLC
FLL,ATL
LGA,TPA
STX,ATL
MKE,ATL
TPA,ATL
ATL,PBI
PBI,ATL
ATL,PDX
PDX,ATL
ATL,PVD
SLC,LAX
ATL,OMA
ATL,PHX
ATL,DCA
CLT,MSP
BWI,ATL
MSP,SAN
LGA,MIA
MCO,ATL
SLC,SFO
SEA,ANC
DTW,LGA
PBI,LGA
SLC,JAC
ORD,SLC
MSP,TPA
TPA,MSP
ATL,DSM
FLL,RDU
ATL,MCO
BOS,LAS
DTW,MSP
SLC,SNA
ATL,MCO
MCO,ATL
ATL,RSW
RSW,ATL
HNL,SEA
DTW,SEA
MCO,LGA
KOA,SEA
BHM,ATL
ATL,SEA
ATL,SFO
MCO,ATL
MCI,SLC
ATL,PBI
PBI,ATL
SJC,SLC
SLC,SJC
DTW,BOS
ATL,MCO
BUF,ATL
SLC,PDX
MCO,JFK
DTW,GRR
ATL,SMF
DTW,PHX
MSP,PHX
DTW,SLC
BUF,ATL
SLC,LAS
ATL,SRQ
SRQ,ATL
KOA,LAX
LAX,KOA
CVG,SLC
BOS,MIA
SJC,SLC
SLC,SJC
LAX,OGG
TPA,DTW
PHX,SEA
ATL,MCO
PIT,DTW
FAI,SEA
LAX,MSP
ATL,SJC
IAH,JFK
MIA,LGA
MIA,ATL
LAS,LAX
LAX,LAS
DTW,SMF
MSP,DTW
SNA,SLC
SLC,LAS
DTW,LAS
ATL,TPA
DTW,BOS
ATL,SLC
ATL,LFT
ATL,MCO
MCO,ATL
LAS,SLC
SLC,LAS
MSP,LAX
MSP,HDN
SAT,SLC
ATL,LAS
LAS,ATL
RSW,DTW
MSP,ATL
RSW,DTW
ATL,ROC
ROC,ATL
ATL,PIT
DTW,ATL
RSW,BOS
ATL,SAT
SAT,ATL
SLC,LAS
ATL,MCO
ATL,PHL
PHL,ATL
LAX,DFW
MSP,LAX
ATL,MKE
ATL,BOS
JFK,PBI
PBI,JFK
MIA,BOS
SAN,ATL
MCO,MSP
MSP,ATL
ATL,RDU
ECP,ATL
ATL,TUS
BOS,JFK
DTW,SFO
DTW,SLC
SLC,DFW
LAS,PDX
RSW,LGA
MSP,SNA
LAS,SLC
ATL,JAX
MCO,BOS
ATL,BNA
BOS,LAX
ATL,SJC
LAS,AUS
RIC,ATL
JFK,LAX
ATL,BWI
BWI,ATL
ATL,MSP
TPA,LGA
FLL,MSP
MSP,FLL
ATL,EWR
DTW,LAX
TPA,ATL
RDU,SLC
SLC,LAX
JAC,MSP
MCO,ATL
ATL,BOS
MSP,LAX
SLC,SNA
SNA,SLC
ATL,CLT
LAX,ATL
MSY,ATL
SAT,ATL
MIA,LGA
ATL,MIA
MIA,ATL
ATL,PNS
PNS,ATL
JAC,ATL
SYR,ATL
ATL,TLH
ATL,SEA
PDX,LAS
BOS,LAS
AUS,MSP
MCO,JFK
LGA,FLL
SAT,JFK
DTW,LAX
ATL,EYW
CLT,SLC
ATL,MSP
ATL,EWR
EWR,ATL
AUS,SLC
DTW,RSW
RSW,DTW
MSP,SEA
ATL,SLC
ATL,MIA
JFK,SJU
ATL,SEA
OGG,LAX
CVG,MSP
SLC,LAX
ATL,BOS
ATL,AVP
SEA,KOA
ATL,MSP
JFK,LAX
ATL,JFK
JAC,SLC
MIA,JFK
ATL,DAB
FLL,ATL
PBI,LGA
DTW,FLL
FLL,DTW
ATL,SAT
SAT,ATL
BOS,MCO
LAS,SEA
AUS,DTW
MSP,SAN
ATL,MSY
MSP,SAN
RDU,MSP
SLC,SNA
BHM,ATL
ATL,LAS
FLL,SLC
FLL,ATL
DTW,LAX
ATL,CHS
CHS,ATL
MSP,LAS
TPA,ATL
SLC,SAN
ATL,PHL
DTW,MSY
MSY,DTW
ATL,BOS
MSP,PHX
BOS,DTW
SEA,DEN
ATL,SNA
ATL,SFO
IND,SLC
ATL,DTW
DTW,MCO
DTW,AUS
SEA,MSP
SLC,AUS
DTW,LAX
MCI,LAX
MCI,LAX
RSW,MSP
SNA,SLC
MSY,JFK
DTW,MCI
PIT,SLC
BOS,MSP
ATL,CVG
CVG,ATL
SJC,ATL
LGA,PBI
PBI,LGA
JFK,SLC
ATL,FLL
PHX,SLC
SLC,SEA
OGG,LAX
DTW,LAX
FLL,LGA
LGA,FLL
ATL,LAS
LAS,ATL
LGA,ATL
LAX,DTW
LAX,LAS
JFK,LAS
DTW,DFW
ATL,TPA
MSP,LAS
TUS,ATL
DTW,DEN
SLC,SNA
SNA,SLC
ATL,ONT
ONT,ATL
LGA,IND
BNA,DCA
BTV,DCA
DCA,BOS
PHL,MSP
CHS,MIA
LGA,RDU
DCA,DSM
DCA,RDU
RDU,DCA
EYW,MIA
MIA,EYW
PVD,DCA
PIT,LGA
JFK,DCA
IND,JFK
CMH,PHL
DCA,PVD
DCA,STL
PHL,CMH
ATL,MIA
MIA,ATL
SDF,DCA
LGA,RIC
PHL,IND
DCA,JFK
DTW,MBS
MBS,DTW
BTV,LGA
DTW,JFK
RDU,JFK
JFK,RDU
RDU,JFK
CVG,DTW
CVG,MSP
DTW,TYS
ATL,CAK
CAK,ATL
AGS,ATL
ATL,AGS
BUF,DTW
DTW,BUF
JFK,IAD
CWA,MSP
DTW,STL
STL,DTW
CVG,ORD
ORD,CVG
ATL,VPS
VPS,ATL
MKE,LGA
CVG,BOS
PWM,LGA
DTW,MSN
ATL,CHS
DTW,GSO
ATL,HPN
IAH,BTR
GSP,EWR
SAV,ORD
MTJ,ORD
EWR,GSO
EWR,MSN
RDU,ORD
EWR,MEM
BTR,IAH
STL,PHX
STL,PHX
STL,SAT
STL,SEA
STL,SFO
STL,SLC
STL,SMF
TPA,BHM
TPA,BWI
TPA,CMH
TPA,LGA
TPA,PVD
TPA,SDF
TPA,SJU
TUL,DAL
CVG,IAD
IAD,RDU
IAH,STL
IAD,MSP
IAH,CLT
IAD,MCI
IAD,DFW
PHX,ELP
DFW,DSM
DSM,DFW
DFW,GPT
PHX,SBA
SBA,PHX
IAH,PHX
PHX,IAH
PHX,TUS
PHX,PSP
PSP,PHX
PHX,BUR
LBB,DFW
DFW,MLI
MLI,DFW
MRY,PHX
PHX,MRY
PHX,BFL
DFW,MSN
MSN,DFW
OAK,PHX
PHX,OAK
BFL,PHX
DFW,OKC
PHX,ELP
DFW,PIA
PIA,DFW
PHX,RNO
PHX,TUS
TUS,PHX
PHX,ABQ
DRO,PHX
PHX,DRO
PHX,YUM
YUM,PHX
PHX,YUM
YUM,PHX
DFW,ELP
DFW,HOU
PHX,MRY
MRY,PHX
PHX,MRY
BUR,PHX
MSN,DFW
PHX,CID
PHX,TUS
TUS,PHX
ELP,PHX
MRY,PHX
PHX,MRY
FAT,PHX
PHX,FAT
DFW,LBB
DFW,OKC
MTJ,PHX
PHX,MTJ
PHX,FSD
ELP,DFW
DFW,HSV
HSV,DFW
DFW,JAN
DFW,LBB
BFL,DFW
DFW,DRO
DCA,PIT
PVD,DCA
CLT,GRR
CLT,RIC
CLT,ILM
DCA,IND
CHA,CLT
CLT,CHA
RDU,DCA
CLT,ILM
CLT,LIT
GNV,CLT
CVG,CLT
CLT,OAJ
OAJ,CLT
BUF,DCA
CLT,MEM
MEM,CLT
ABE,CLT
CLT,ABE
DCA,ORF
DAY,PHL
HPN,CLT
AGS,CLT
TYS,DCA
PWM,DCA
DCA,BDL
JAN,CLT
PIT,DCA
CLT,XNA
CLT,RIC
RIC,CLT
CLT,IAD
BNA,CLT
GNV,CLT
CLT,ATL
CLT,SRQ
SRQ,CLT
CLT,GSP
GSP,CLT
PNS,CLT
CLT,AVP
CLT,CAK
CLT,ORF
ORF,CLT
CLT,CRW
CRW,CLT
GSO,CLT
PHL,CVG
CLT,DSM
CRW,PHL
DCA,DTW
CLT,EWN
DCA,STL
CAK,CLT
CLT,CAK
FNT,CLT
SAV,DFW
CLT,MKE
CLT,MKE
DCA,BDL
DFW,SAV
DCA,MHT
CHA,PHL
CLT,ORF
DAY,LGA
CLT,PIA
DCA,PWM
PWM,DCA
CLT,PNS
PNS,CLT
CLT,AVL
DCA,IND
IND,DCA
BTR,CLT
XNA,CLT
CLT,BTV
LGA,DAY
GSP,PHL
CLT,CVG
AVL,CLT
SJC,DFW
EGE,MIA
LAX,JFK
DFW,EGE
ORD,PHX
CLT,SLC
HNL,LAX
BOS,LAX
ORD,LAX
DFW,SAT
SAT,DFW
OGG,LAX
JFK,LAX
DFW,MIA
LAX,HNL
LAX,LIH
LIH,LAX
LAX,ORD
MIA,LAX
DFW,SAT
CLT,MEM
PHX,DCA
MIA,EWR
SAT,DFW
DFW,HDN
VPS,DFW
LAX,LAS
CLT,EWR
ORD,LAX
EYW,DFW
LGA,CLT
ORD,DEN
DFW,LAX
DFW,EGE
ATL,LAX
LAX,ATL
RDU,LGA
DFW,RIC
RIC,DFW
DFW,SAT
ORD,SMF
MIA,SAT
PHX,SNA
SNA,PHX
PHL,LAX
MSY,CLT
ORD,SNA
MIA,LAX
SAN,PHX
SFO,DFW
SJU,PHL
ORD,SNA
PHX,EWR
DFW,CLE
JFK,MIA
DFW,SAN
SAN,DFW
IAH,MIA
MIA,IAH
RDU,LAX
ORD,TPA
TPA,ORD
PHL,PHX
ATL,PHL
STX,CLT
LAX,LAS
CLT,MCI
TPA,CLT
DCA,CLT
CLT,PBI
PBI,CLT
LGA,CLT
CLT,ATL
CLT,TPA
CLT,SFO
PHL,SAN
CLT,ORD
BOI,PHX
PHX,BOI
LAX,MIA
ORD,PHX
CLT,CLE
DFW,LAX
ORD,SNA
JAX,DFW
ORD,DCA
PHX,PHL
LAX,SFO
SFO,LAX
TPA,ORD
DFW,RIC
PBI,DCA
ORD,SJC
MIA,ORD
ORD,LAX
ORD,SAN
MIA,JFK
DFW,TUS
DCA,PHX
SFO,DFW
DFW,SEA
ORD,SAN
ORD,EWR
LAX,MIA
DCA,LAX
DFW,FAT
MIA,RDU
STX,MIA
PHX,DFW
DFW,JAX
ORD,SJC
SJC,ORD
PDX,DFW
DFW,AUS
LAX,OAK
LAS,DFW
RSW,ORD
FLL,BNA
ORD,RSW
EWR,SJU
BOS,SJU
SJU,BOS
BOS,RSW
MCO,MSP
RSW,BOS
PHL,LAX
FLL,ACY
TPA,CAK
DTW,DFW
RSW,MSP
MCO,RDU
MSP,LAX
LAX,IAH
BWI,IAH
IAH,LAX
FLL,LAX
DTW,MSP
IAH,ATL
BWI,RSW
RSW,BWI
FLL,DTW
FLL,ATL
FLL,BWI
BOS,RDU
DEN,ORD
ORD,FLL
MCO,BOS
BOS,MCO
FLL,STX
STX,FLL
PBG,FLL
ATL,MSP
FLL,ORD
FLL,ORD
ORD,DEN
MSP,ATL
IAH,ORD
AUS,FLL
AUS,DEN
FLL,AUS
FLL,EWR
EWR,FLL
PIT,RSW
RSW,PIT
IND,LAS
FLL,PIT
ORD,SAN
SAN,ORD
FLL,MSP
BOS,FLL
BOS,FLL
FLL,BOS
DTW,MCI
MCI,LAS
DTW,RSW
PIT,LAX
LAS,LAX
PDX,LAS
RSW,DTW
LAS,IAH
FLL,SJU
DTW,LAX
SJU,FLL
DTW,LAS
MCO,IAH
RDU,BOS
FLL,LBE
TPA,ORD
ORD,LAX
MCO,AUS
LAX,ORD
ORD,LAX
LAS,EWR
ATL,ORD
ATL,DTW
MCO,SJU
RSW,BDL
IAH,MCO
FLL,DTW
DTW,FLL
LAX,DFW
CLT,EWR
SJU,MCO
MCO,DTW
SJU,MCO
DTW,MCO
DFW,DEN
DEN,DFW
RSW,ACY
RSW,BOS
ORD,BWI
FLL,CLT
EWR,LAS
LAS,ORD
EWR,ORD
RSW,EWR
PSP,SFO
PDX,EWR
RSW,ORD
SJC,ORD
SFO,HNL
DEN,AUS
MSY,IAD
PDX,DEN
PHX,IAH
PBI,ORD
FLL,EWR
EWR,MCO
ORD,EWR
EWR,MSY
DEN,SEA
EGE,ORD
LAX,DEN
ORD,PSP
IAH,HDN
DFW,ORD
EWR,MIA
EWR,MCO
PIT,SFO
AUS,ORD
DEN,SEA
ORD,DEN
MCO,EWR
JAC,EWR
SNA,ORD
SAV,EWR
RDU,IAH
ORD,SMF
ORD,SFO
SFO,PDX
SLC,ORD
EWR,SEA
MTJ,EWR
DEN,RNO
EWR,LAS
ALB,ORD
ORD,LAS
PIT,SFO
MIA,DEN
EWR,CLE
